Date,Open,High,Low,Close,Adj Close,Volume
2022-10-31,107.79000091552734,109.0999984741211,105.87000274658203,106.16000366210938,101.60086059570312,2629900
2022-11-01,108.13999938964844,108.44000244140625,105.3499984741211,106.69000244140625,102.10810089111328,1514400
2022-11-02,106.20999908447266,109.30000305175781,104.62999725341797,104.66000366210938,100.16527557373047,2085900
2022-11-03,102.22000122070312,103.4000015258789,100.94000244140625,101.22000122070312,96.87301635742188,1943100
2022-11-04,102.48999786376953,104.41999816894531,100.8499984741211,102.83000183105469,98.41387176513672,3110100
2022-11-07,103.70999908447266,104.81999969482422,101.76000213623047,104.7699966430664,100.27054595947266,1746000
2022-11-08,105.13999938964844,110.0999984741211,104.52999877929688,109.08999633789062,104.40501403808594,1846000
2022-11-09,107.77999877929688,107.88999938964844,105.5999984741211,107.12000274658203,102.51962280273438,1864600
2022-11-10,113.56999969482422,125.01000213623047,112.5999984741211,124.6500015258789,119.29678344726562,4489900
2022-11-11,125.83999633789062,134.63999938964844,124.0199966430664,133.33999633789062,127.61356353759766,5549500
2022-11-14,131.02000427246094,132.3300018310547,125.33000183105469,125.5,120.11027526855469,3210000
2022-11-15,128.4600067138672,130.66000366210938,125.0199966430664,126.3499984741211,120.92376708984375,2076600
2022-11-16,125.0,125.08000183105469,122.12999725341797,123.87000274658203,118.55028533935547,1440100
2022-11-17,121.16999816894531,122.81999969482422,118.80999755859375,122.7699966430664,117.49752044677734,1507200
2022-11-18,124.83000183105469,124.98999786376953,121.7699966430664,122.06999969482422,116.82758331298828,1564000
2022-11-21,120.9000015258789,121.66000366210938,119.87999725341797,121.0,115.80353546142578,1253700
2022-11-22,121.2699966430664,124.63999938964844,120.43000030517578,124.43000030517578,119.08623504638672,1276000
2022-11-23,124.2300033569336,125.05999755859375,123.33999633789062,124.4000015258789,119.0575180053711,1127700
2022-11-25,124.0,125.33999633789062,122.75,125.05000305175781,119.67960357666016,707900
2022-11-28,123.80000305175781,124.93000030517578,120.76000213623047,121.12999725341797,115.9279556274414,1310900
2022-11-29,121.05000305175781,122.44999694824219,119.33000183105469,120.5,115.32500457763672,1680800
2022-11-30,120.51000213623047,125.1500015258789,118.58999633789062,124.91000366210938,119.54562377929688,2736300
2022-12-01,125.87999725341797,127.51000213623047,124.36000061035156,127.08999633789062,121.63198852539062,1565400
2022-12-02,125.08999633789062,126.2300033569336,122.95999908447266,126.01000213623047,120.59837341308594,1817200
2022-12-05,125.9000015258789,125.94000244140625,122.27999877929688,123.62999725341797,118.3205795288086,1482700
2022-12-06,123.20999908447266,123.5,120.68000030517578,121.33000183105469,116.1193618774414,1038100
2022-12-07,120.20999908447266,122.6500015258789,120.20999908447266,121.25,116.04280090332031,1819500
2022-12-08,121.5199966430664,122.86000061035156,120.86000061035156,122.26000213623047,117.0094223022461,832500
2022-12-09,121.38999938964844,122.05000305175781,119.5199966430664,119.83000183105469,114.68378448486328,1480300
2022-12-12,119.29000091552734,121.33999633789062,118.37999725341797,120.98999786376953,115.79396057128906,1790500
2022-12-13,127.97000122070312,128.30999755859375,121.66000366210938,123.47000122070312,118.16746520996094,2411300
2022-12-14,122.19999694824219,123.69000244140625,117.69999694824219,118.58000183105469,113.48747253417969,3181100
2022-12-15,114.33000183105469,115.29000091552734,110.94000244140625,111.95999908447266,108.24720001220703,3623400
2022-12-16,111.25,112.22000122070312,108.81999969482422,110.5199966430664,106.85494995117188,4829200
2022-12-19,109.80999755859375,110.51000213623047,108.43000030517578,109.52999877929688,105.89778137207031,2380800
2022-12-20,108.18000030517578,109.81999969482422,108.13999938964844,109.30999755859375,105.68507385253906,2074900
2022-12-21,110.79000091552734,113.0999984741211,110.5,113.05000305175781,109.3010482788086,1327400
2022-12-22,111.0,111.66999816894531,107.66000366210938,110.27999877929688,106.62291717529297,1580700
2022-12-23,110.29000091552734,111.33999633789062,109.30000305175781,111.12000274658203,107.43505859375,663500
2022-12-27,111.12999725341797,112.13999938964844,110.36000061035156,110.7300033569336,107.05799102783203,1019700
2022-12-28,110.52999877929688,111.63999938964844,107.94000244140625,108.08000183105469,104.49586486816406,1275800
2022-12-29,109.72000122070312,111.62999725341797,109.1500015258789,111.33000183105469,107.63809967041016,1066500
2022-12-30,109.5999984741211,110.55000305175781,107.61000061035156,109.05999755859375,105.44336700439453,1582700
2023-01-03,110.72000122070312,112.25,108.33999633789062,109.1500015258789,105.53038787841797,2784500
2023-01-04,110.68000030517578,112.80999755859375,108.94000244140625,111.36000061035156,107.66709899902344,1472100
2023-01-05,110.0,111.08999633789062,107.19000244140625,108.20999908447266,104.62156677246094,1795000
2023-01-06,109.18000030517578,113.18000030517578,108.12999725341797,112.29000091552734,108.5662612915039,1193400
2023-01-09,112.68000030517578,116.94999694824219,112.12999725341797,114.8499984741211,111.04136657714844,1735300
2023-01-10,115.76000213623047,117.37000274658203,114.19999694824219,117.19999694824219,113.31343078613281,1168400
2023-01-11,118.58999633789062,120.58000183105469,117.8499984741211,120.2699966430664,116.28162384033203,1962200
2023-01-12,120.69000244140625,120.69000244140625,116.83000183105469,119.56999969482422,115.60484313964844,1403500
2023-01-13,117.8499984741211,119.0,116.80000305175781,118.51000213623047,114.57999420166016,861000
2023-01-17,117.95999908447266,119.0999984741211,116.76000213623047,118.63999938964844,114.70568084716797,1331000
2023-01-18,119.5,121.22000122070312,116.93000030517578,117.19999694824219,113.31343078613281,1750500
2023-01-19,115.55000305175781,115.68000030517578,113.08000183105469,114.0,110.21955108642578,1045600
2023-01-20,114.77999877929688,118.16000366210938,113.4000015258789,117.80999755859375,113.90320587158203,1405500
2023-01-23,118.5,119.75,117.37000274658203,118.66999816894531,114.73468017578125,1345100
2023-01-24,118.37000274658203,118.5999984741211,116.76000213623047,117.4800033569336,113.58415222167969,910800
2023-01-25,115.1500015258789,117.08999633789062,112.63999938964844,116.63999938964844,112.77200317382812,2176900
2023-01-26,113.98999786376953,114.66999816894531,111.5999984741211,114.58000183105469,110.78031921386719,2588900
2023-01-27,113.69000244140625,117.37999725341797,111.86000061035156,116.29000091552734,112.4336166381836,2158700
2023-01-30,114.75,115.27999877929688,113.16999816894531,113.45999908447266,109.69745635986328,1579100
2023-01-31,113.45999908447266,116.56999969482422,112.79000091552734,116.47000122070312,112.6076431274414,2489800
2023-02-01,115.3499984741211,121.1500015258789,114.69000244140625,120.04000091552734,116.05924987792969,2120600
2023-02-02,121.95999908447266,132.47000122070312,121.95999908447266,128.75,124.48041534423828,3945400
2023-02-03,124.75,128.50999450683594,124.05000305175781,125.81999969482422,121.6475830078125,1771500
2023-02-06,123.7300033569336,124.05999755859375,122.12000274658203,122.52999877929688,118.4666748046875,1206000
2023-02-07,122.0199966430664,124.73999786376953,121.5,123.83000183105469,119.72357177734375,1063800
2023-02-08,122.72000122070312,123.98999786376953,119.93000030517578,120.30999755859375,116.32029724121094,1358900
2023-02-09,121.26000213623047,121.7300033569336,116.68000030517578,117.04000091552734,113.15873718261719,1787700
2023-02-10,115.5,118.01000213623047,114.30000305175781,117.62000274658203,113.7195053100586,1760400
2023-02-13,118.16999816894531,121.5,117.11000061035156,121.36000061035156,117.33547973632812,1318800
2023-02-14,120.73999786376953,122.08000183105469,118.18000030517578,120.9000015258789,116.89073944091797,1084100
2023-02-15,120.18000030517578,123.05999755859375,119.7300033569336,122.02999877929688,117.98326110839844,933500
2023-02-16,119.54000091552734,120.69999694824219,118.55000305175781,119.08000183105469,115.13108825683594,1140400
2023-02-17,118.02999877929688,118.91999816894531,116.91999816894531,118.7300033569336,114.79269409179688,1562500
2023-02-21,116.5999984741211,116.75,112.58000183105469,113.2300033569336,109.47508239746094,1796900
2023-02-22,113.18000030517578,114.51000213623047,111.02999877929688,112.2300033569336,108.50825500488281,1658500
2023-02-23,113.06999969482422,114.19999694824219,111.44000244140625,112.66000366210938,108.92398834228516,1532300
2023-02-24,110.38999938964844,110.66999816894531,108.94000244140625,110.16000366210938,106.50689697265625,1800100
2023-02-27,112.27999877929688,112.95999908447266,110.80999755859375,111.55000305175781,107.85079956054688,1548100
2023-02-28,111.58999633789062,113.16999816894531,111.25,112.27999877929688,108.55658721923828,1496400
2023-03-01,111.7699966430664,112.0199966430664,109.97000122070312,111.12999725341797,107.4447250366211,1364900
2023-03-02,109.83000183105469,111.4000015258789,108.88999938964844,111.16000366210938,107.4737319946289,1075000
2023-03-03,112.19999694824219,114.01000213623047,111.68000030517578,113.48999786376953,109.72645568847656,1136300
2023-03-06,114.51000213623047,115.4000015258789,113.25,114.58999633789062,110.78997802734375,1733500
2023-03-07,114.63999938964844,114.93000030517578,110.94999694824219,111.2699966430664,107.580078125,1635400
2023-03-08,111.73999786376953,113.05999755859375,111.23999786376953,112.6500015258789,108.91431427001953,1006100
2023-03-09,112.81999969482422,115.55000305175781,111.0,111.31999969482422,107.62842559814453,1683900
2023-03-10,110.01000213623047,110.05000305175781,104.45999908447266,105.02999877929688,101.54700469970703,2991500
2023-03-13,104.0,109.0,102.25,106.63999938964844,103.1036148071289,4172100
2023-03-14,109.06999969482422,109.19999694824219,104.11000061035156,106.56999969482422,104.22834777832031,2778400
2023-03-15,103.5199966430664,108.72000122070312,102.55999755859375,106.66000366210938,104.31637573242188,2879800
2023-03-16,105.87000274658203,110.06999969482422,105.23999786376953,108.1500015258789,105.77363586425781,2387900
2023-03-17,108.5999984741211,109.0,106.52999877929688,108.16999816894531,105.79319763183594,7687800
2023-03-20,108.20999908447266,108.9000015258789,106.33000183105469,107.56999969482422,105.20638275146484,2835800
2023-03-21,108.86000061035156,111.04000091552734,108.76000213623047,110.4800033569336,108.05243682861328,2493300
2023-03-22,110.30000305175781,111.83999633789062,107.7300033569336,108.12999725341797,105.75407409667969,2231600
2023-03-23,108.80000305175781,111.51000213623047,107.94999694824219,108.8499984741211,106.45824432373047,1278800
2023-03-24,108.1500015258789,109.86000061035156,106.51000213623047,109.6500015258789,107.24067687988281,1277200
2023-03-27,110.70999908447266,110.80000305175781,108.18000030517578,108.55999755859375,106.17462158203125,1422200
2023-03-28,108.38999938964844,109.54000091552734,107.5,108.12000274658203,105.74429321289062,1505000
2023-03-29,109.98999786376953,110.79000091552734,109.38999938964844,110.6500015258789,108.21870422363281,1018400
2023-03-30,112.0,112.37000274658203,110.05000305175781,110.37000274658203,107.94485473632812,843100
2023-03-31,111.41000366210938,113.05999755859375,111.0,112.9000015258789,110.41926574707031,1173500
2023-04-03,112.30999755859375,112.94999694824219,111.58000183105469,112.3499984741211,109.88134765625,1838200
2023-04-04,112.83000183105469,113.44000244140625,110.33000183105469,110.5999984741211,108.16979217529297,1104800
2023-04-05,109.69000244140625,110.41000366210938,108.76000213623047,109.58999633789062,107.1819839477539,832800
2023-04-06,109.48999786376953,109.91999816894531,108.66999816894531,109.22000122070312,106.82012176513672,978800
2023-04-10,109.48999786376953,110.86000061035156,108.83999633789062,110.54000091552734,108.11111450195312,989800
2023-04-11,111.66999816894531,113.8499984741211,111.0999984741211,112.91000366210938,110.42904663085938,1380000
2023-04-12,114.5,115.2699966430664,110.06999969482422,110.41000366210938,107.98397827148438,1204500
2023-04-13,110.87999725341797,112.80999755859375,109.5999984741211,112.4800033569336,110.00849151611328,1185500
2023-04-14,113.23999786376953,114.5,112.05999755859375,113.2699966430664,110.7811279296875,1211900
2023-04-17,112.36000061035156,114.0999984741211,112.29000091552734,113.80000305175781,111.29949188232422,1011700
2023-04-18,114.13999938964844,114.13999938964844,111.91999816894531,113.41999816894531,110.9278335571289,1164100
2023-04-19,113.0,113.58000183105469,112.33999633789062,112.7699966430664,110.2921142578125,1326600
2023-04-20,111.69999694824219,112.5199966430664,111.3499984741211,112.13999938964844,109.67595672607422,968800
2023-04-21,111.95999908447266,112.16999816894531,110.3499984741211,111.95999908447266,109.49991607666016,830800
2023-04-24,112.08999633789062,112.7699966430664,111.27999877929688,112.5,110.0280532836914,760800
2023-04-25,112.31999969482422,112.4800033569336,109.27999877929688,109.3499984741211,106.947265625,1047300
2023-04-26,108.79000091552734,110.87999725341797,108.23999786376953,108.44999694824219,106.06703186035156,1028900
2023-04-27,109.30999755859375,110.94999694824219,109.16999816894531,110.83000183105469,108.39474487304688,821000
2023-04-28,110.9800033569336,112.81999969482422,110.51000213623047,112.33000183105469,109.8617935180664,1139100
2023-05-01,112.7300033569336,113.5,110.87999725341797,111.30999755859375,108.86419677734375,1879300
2023-05-02,110.81999969482422,111.19000244140625,104.54000091552734,106.05000305175781,103.71977996826172,1851100
