Date,Open,High,Low,Close,Adj Close,Volume
2022-10-31,87.52999877929688,87.52999877929688,85.5,86.01000213623047,83.90039825439453,2191900
2022-11-01,87.51000213623047,87.86000061035156,85.58999633789062,86.41999816894531,84.30033874511719,1189100
2022-11-02,86.91999816894531,88.0199966430664,83.27999877929688,83.38999938964844,81.34465789794922,1742300
2022-11-03,81.9000015258789,83.19000244140625,80.08000183105469,82.33999633789062,80.3204116821289,2561700
2022-11-04,86.31999969482422,89.31999969482422,85.69000244140625,87.93000030517578,85.77330780029297,4232000
2022-11-07,88.0,89.04000091552734,86.86000061035156,88.25,86.08546447753906,2287600
2022-11-08,89.79000091552734,90.79000091552734,87.19000244140625,88.66000366210938,86.48541259765625,1997300
2022-11-09,87.83999633789062,87.83999633789062,85.48999786376953,85.55000305175781,83.45169067382812,2388100
2022-11-10,90.62999725341797,93.30999755859375,89.81999969482422,93.2300033569336,90.94332122802734,3512300
2022-11-11,93.05999755859375,96.7699966430664,92.69000244140625,96.3499984741211,93.9867935180664,1867500
2022-11-14,95.51000213623047,96.52999877929688,93.9800033569336,94.0999984741211,91.79197692871094,1763300
2022-11-15,97.93000030517578,98.44999694824219,95.27999877929688,96.54000091552734,94.17213439941406,2262200
2022-11-16,94.94000244140625,95.31999969482422,91.88999938964844,92.38999938964844,90.12391662597656,2189400
2022-11-17,90.41999816894531,94.08999633789062,90.3499984741211,93.75,91.4505615234375,1183900
2022-11-18,95.05000305175781,95.19000244140625,92.9800033569336,94.33000183105469,92.0163345336914,1401600
2022-11-21,93.05999755859375,93.30000305175781,91.95999908447266,92.08000183105469,90.4157943725586,1421300
2022-11-22,92.55000305175781,94.22000122070312,91.80999755859375,94.18000030517578,92.47784423828125,1809800
2022-11-23,94.30000305175781,96.30000305175781,94.19000244140625,94.98999786376953,93.27320098876953,1267600
2022-11-25,94.7699966430664,94.93000030517578,92.88999938964844,92.91000366210938,91.23080444335938,1102500
2022-11-28,91.55000305175781,92.55999755859375,90.55000305175781,91.23999786376953,89.59097290039062,2129500
2022-11-29,91.41999816894531,92.08000183105469,89.66000366210938,90.2699966430664,88.63850402832031,1530000
2022-11-30,90.76000213623047,95.6500015258789,89.13999938964844,95.62000274658203,93.89181518554688,3385500
