Date,Open,High,Low,Close,Adj Close,Volume
2022-10-31,49.439998626708984,49.77000045776367,48.75,49.38999938964844,48.66600799560547,2411700
2022-11-01,49.81999969482422,50.099998474121094,49.20000076293945,49.459999084472656,48.734981536865234,3656700
2022-11-02,49.619998931884766,49.869998931884766,47.810001373291016,47.849998474121094,47.14857864379883,3962700
2022-11-03,52.36000061035156,53.66999816894531,49.91999816894531,51.029998779296875,50.28196334838867,4660900
2022-11-04,50.75,51.02000045776367,49.099998474121094,50.849998474121094,50.10460662841797,3075900
2022-11-07,51.33000183105469,51.68000030517578,49.849998474121094,51.0099983215332,50.26226043701172,1731600
2022-11-08,50.709999084472656,51.619998931884766,50.150001525878906,50.540000915527344,49.79914855957031,1848700
2022-11-09,50.33000183105469,50.540000915527344,49.369998931884766,49.54999923706055,48.82366180419922,1502400
2022-11-10,51.439998626708984,53.619998931884766,51.06999969482422,53.5,52.71575927734375,2220100
2022-11-11,53.810001373291016,57.400001525878906,53.11000061035156,56.810001373291016,55.97724533081055,3279100
2022-11-14,56.66999816894531,57.27000045776367,55.459999084472656,55.540000915527344,54.72585678100586,2309100
2022-11-15,57.2599983215332,58.029998779296875,55.130001068115234,55.4900016784668,54.67658996582031,2243000
2022-11-16,55.380001068115234,55.7599983215332,54.650001525878906,54.7400016784668,53.937591552734375,1505200
2022-11-17,53.79999923706055,54.63999938964844,53.36000061035156,54.369998931884766,53.57300567626953,1621900
2022-11-18,55.29999923706055,55.5099983215332,54.380001068115234,55.09000015258789,54.28245544433594,1211600
2022-11-21,54.54999923706055,55.2599983215332,54.15999984741211,55.189998626708984,54.38098907470703,1217900
2022-11-22,55.209999084472656,55.790000915527344,54.790000915527344,55.400001525878906,54.58790969848633,1310900
2022-11-23,55.439998626708984,56.150001525878906,55.130001068115234,56.119998931884766,55.2973518371582,1590700
2022-11-25,56.34000015258789,56.61000061035156,55.66999816894531,56.16999816894531,55.34661865234375,526900
2022-11-28,55.63999938964844,56.20000076293945,54.79999923706055,55.18000030517578,54.371131896972656,2221800
2022-11-29,55.09000015258789,55.880001068115234,54.4900016784668,54.7400016784668,53.937591552734375,1977600
2022-11-30,54.34000015258789,56.20000076293945,53.25,56.08000183105469,55.460575103759766,4503000
2022-12-01,56.40999984741211,56.83000183105469,55.36000061035156,55.849998474121094,55.233116149902344,1591000
2022-12-02,55.04999923706055,56.209999084472656,54.560001373291016,55.810001373291016,55.19356155395508,1629000
2022-12-05,55.130001068115234,55.310001373291016,53.959999084472656,54.349998474121094,53.74968338012695,2267500
2022-12-06,54.099998474121094,54.93000030517578,53.66999816894531,54.79999923706055,54.19470977783203,1621400
2022-12-07,54.7599983215332,55.08000183105469,52.2599983215332,52.4900016784668,51.91022872924805,1567500
2022-12-08,53.41999816894531,54.0,52.91999816894531,53.88999938964844,53.29476547241211,1394600
2022-12-09,53.72999954223633,54.18000030517578,53.38999938964844,53.560001373291016,52.96841049194336,1518400
2022-12-12,53.4900016784668,54.31999969482422,53.189998626708984,53.599998474121094,53.007965087890625,2078300
2022-12-13,55.70000076293945,55.86000061035156,53.40999984741211,53.81999969482422,53.22553634643555,2061100
2022-12-14,53.7599983215332,55.5,53.7599983215332,54.459999084472656,53.85846710205078,1612300
2022-12-15,53.290000915527344,53.7400016784668,51.61000061035156,51.650001525878906,51.079505920410156,2000100
2022-12-16,51.060001373291016,51.779998779296875,51.02000045776367,51.31999969482422,50.753150939941406,3484800
2022-12-19,51.380001068115234,51.90999984741211,50.470001220703125,50.61000061035156,50.050994873046875,1720100
2022-12-20,50.54999923706055,51.310001373291016,50.119998931884766,50.630001068115234,50.07077407836914,1832200
2022-12-21,50.810001373291016,51.75,50.779998779296875,51.7400016784668,51.168514251708984,1476300
2022-12-22,51.369998931884766,51.369998931884766,49.84000015258789,51.150001525878906,50.58502960205078,1182000
2022-12-23,51.06999969482422,51.66999816894531,50.7599983215332,51.630001068115234,51.059730529785156,745700
2022-12-27,51.43000030517578,52.0,50.95000076293945,51.790000915527344,51.21795654296875,975300
2022-12-28,51.5,52.08000183105469,50.5099983215332,50.58000183105469,50.02132797241211,984100
2022-12-29,50.95000076293945,51.95000076293945,50.79999923706055,51.619998931884766,51.04983901977539,812700
2022-12-30,51.15999984741211,51.470001220703125,50.630001068115234,51.13999938964844,50.57513427734375,982800
2023-01-03,51.54999923706055,52.56999969482422,51.2599983215332,51.970001220703125,51.395973205566406,1248800
2023-01-04,52.7400016784668,53.27000045776367,52.08000183105469,52.4900016784668,51.91022872924805,1084500
2023-01-05,51.849998474121094,53.13999938964844,51.689998626708984,52.84000015258789,52.2563591003418,1410100
2023-01-06,53.709999084472656,54.400001525878906,52.54999923706055,54.2599983215332,53.66067123413086,1154500
2023-01-09,54.66999816894531,56.52000045776367,54.400001525878906,55.56999969482422,54.956207275390625,1740000
