TRADE DATE,INSTRUMENT SERIES CODE,INSTRUMENT NAME,MARKET SEGMENT,MARKET,INSTRUMENT TYPE,INSTRUMENT CLASS,MARKET MAKER,BIST 100 INDEX,BIST 30 INDEX,GROSS SETTLEMENT,SUSPENDED,OPENING PRICE,OPENING SESSION PRICE,LOWEST PRICE,HIGHEST PRICE,CLOSING PRICE,CLOSING SESSION PRICE,CHANGE TO PREVIOUS CLOSING (%),REMAINING BID,REMAINING ASK,VWAP,TOTAL TRADED VALUE,TOTAL TRADED VOLUME,TOTAL NUMBER OF CONTRACTS,REFERENCE PRICE,TRADED VALUE AT OPENING SESSION,TRADED VOLUME AT OPENING SESSION,NUMBER OF CONTRACTS AT OPENING SESSION,TRADED VALUE AT CLOSING SESSION,TRADED VOLUME AT CLOSING SESSION,NUMBER OF CONTRACTS AT CLOSING SESSION,TRADED VALUE OF TRADES AT CLOSING PRICE,TRADED VOLUME OF TRADES AT CLOSING PRICE,NUMBER OF CONTRACTS OF TRADES AT CLOSING PRICE,LOWEST SHORT SALE PRICE,HIGHEST SHORT SALE PRICE,SHORT SALE VWAP,TRADED VALUE OF SHORT SALE TRADES,TRADED VOLUME OF SHORT SALE TRADES,NUMBER OF CONTRACTS OF SHORT SALE TRADES,LOWEST TRADE REPORT PRICE,HIGHEST TRADE REPORT PRICE,TRADE REPORT VWAP,TRADE REPORT TRADED VALUE,TRADE REPORT TRADED VOLUME,NUMBER OF TRADE REPORTS,RSI,SlowK,SlowD,PPO,PVO,ROC_10,ROC_60,StochOscillator_SlowK,StochOscillator_SlowD,TSI,UO,WilliamsR,MACD_Line,MACD_Signal,MACD_Histogram,EMV,Force Index,MFI,NVI,Upper Bollinger Band,Lower Bollinger Band,Upper Donchian Channel,Lower Donchian Channel,Middle Donchian Channel,Upper Keltner Channel,Lower Keltner Channel,Middle Keltner Channel,Ulcer Index,Aroon Up,Aroon Down,CCI,KST,Mass Index,%D,%K,TRIX,Vortex Indicator,Gunluk_Degisim_Orani,Etiket
2019-06-20,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.43,6.43,6.19,6.45,6.2,6.2,-2.516,6.2,6.21,6.326,45579129.74,7205498.0,9717.0,0.0,604567.89,94023,76.0,1603605.2,258646,109,517123.4,83407,43,6.25,6.44,6.363,315411.0,49573,83,0.0,0.0,0.0,0.0,0,0,47.780423031430985,24.320987654320927,36.07557052001485,8.108575380359653,-11.073744176119726,1.1419249592169667,-27.90697674418604,45.17245884504823,61.07335275874011,143.58826408300936,-67.81082170800855,-75.0,0.025224708361513137,-0.03659059650688088,0.06181530486839402,-24542608.321538426,-1152879.680000001,76.15075158313826,3024.390243902439,7.106440171228501,5.089559828771499,7.760000000000002,4.040000000000001,5.9,6.610857142857142,5.585142857142857,6.098,68.62504814257194,8.0,15.0,-32.69639065817382,-57.142699491660466,2.2260260000883765,45.17245884504834,25.0,0.2672507118753204,-0.3519313304721017,-2.5157232704402537,0
2019-06-21,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.25,6.25,6.22,6.69,6.56,6.56,5.806,6.56,6.57,6.546,332405521.03,50780624.0,26275.0,0.0,641118.75,102579,63.0,6326398.4,964390,156,527607.68,80428,38,6.29,6.68,6.512,19704304.31,3025984,1064,0.0,0.0,0.0,0.0,0,0,54.24961433526019,31.209876543209816,29.03778526000737,7.692390139335521,-1.6217411051570454,5.296950240770459,-20.484848484848495,44.45417861314635,50.175857708145024,70.69573466758085,48.416486647255745,-36.98630136986306,0.04170677149550173,-0.02093112290640436,0.06263789440190609,95478181.57244651,18281024.63999997,81.16709594304037,3200.0,7.100064180062587,5.167935819937412,7.760000000000002,4.040000000000001,5.9,6.653999999999999,5.614,6.1339999999999995,8.753194916144409,9.0,15.0,42.318840579710056,-46.44813007792308,2.2728208000707015,44.454178613146446,63.01369863013695,0.29907872640287725,-0.25984251968503863,5.806451612903216,0
2019-06-24,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.7,6.7,6.52,6.73,6.6,6.6,0.61,6.6,6.61,6.633,126686656.74,19099823.0,11081.0,0.0,2006127.4,299422,122.0,5478099.0,830015,106,529221.0,80185,37,6.53,6.71,6.633,5107728.74,770074,234,0.0,0.0,0.0,0.0,0,0,54.91790123046356,50.592592592592474,35.37448559670769,7.455832642387958,2.3818215896367945,-2.3668639053254448,-19.512195121951216,51.718851924331254,47.11516312750868,62.35781495268958,98.31524152262209,-32.857142857142904,0.05733566117032929,-0.00527776609105763,0.06261342726138691,102555864.97999953,763992.9200000006,80.68315349904378,3219.512195121951,7.085936911143404,5.314063088856597,7.760000000000002,4.040000000000001,5.9,6.748571428571429,5.651428571428571,6.2,5.60204474633242,10.0,15.0,91.70492806856502,-35.686206868376104,2.288256640056562,51.718851924331354,67.1428571428571,0.32844378379687833,-0.23809523809523747,0.6097560975609762,0
2019-06-25,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.64,6.64,6.55,6.64,6.59,6.59,-0.152,6.59,6.6,6.598,40609834.62,6154425.0,4799.0,0.0,1030574.48,155207,56.0,3410786.3,517570,84,64147.06,9734,11,6.57,6.64,6.601,542137.87,82135,102,0.0,0.0,0.0,0.0,0,0,54.70277062432539,74.66666666666653,52.15637860082288,6.977626090254119,2.491899246251111,0.45731707317073766,-17.830423940149622,65.29028049575982,53.821103677745874,49.36632662736113,7.731316406289126,-34.285714285714306,0.06812939910735594,0.009403666948625083,0.05872573215873085,-13536611.540000133,-61544.24999999869,80.46975282743244,3214.6341463414633,6.978901393541847,5.581098606458152,7.760000000000002,4.040000000000001,5.9,6.834285714285714,5.725714285714285,6.279999999999999,6.324183326914318,11.0,14.0,71.23287671232917,-25.104955969082106,2.2906053120452503,65.29028049575992,65.7142857142857,0.34283209760720446,-0.32061068702290024,-0.15151515151514827,0
2019-06-26,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.6,6.6,6.42,6.65,6.48,6.48,-1.669,6.48,6.49,6.553,52389560.68,7994499.0,6857.0,0.0,1122745.8,170113,57.0,2843968.32,438884,103,59641.92,9204,12,6.48,6.63,6.559,465857.13,71030,106,0.0,0.0,0.0,0.0,0,0,52.27685821119869,67.90123456790116,64.38683127572,5.685758449262709,-11.913202372861594,-0.7656967840734996,-15.514993481095175,60.46218487394947,59.157105764680246,-3.914733368627775,52.59544459755217,-51.47058823529409,0.06703469921064098,0.02092987340102826,0.04610482580961272,-13666841.916521626,-879394.8899999955,79.76812485186653,3160.9756097560976,6.837787701879888,5.862212298120111,7.585,4.565,6.075,6.894285714285714,5.805714285714285,6.35,17.156262035642936,12.0,15.0,23.454861111110887,-14.933032447258979,2.2884842496362,60.46218487394956,48.52941176470591,0.3205954869927739,-0.3294117647058813,-1.6691957511380795,0
2019-06-27,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.51,6.51,6.48,6.56,6.55,6.55,1.08,6.55,6.56,6.525,31181671.94,4778822.0,4897.0,0.0,406686.21,62471,35.0,3097639.1,472922,156,866014.8,132216,29,6.49,6.55,6.521,101590.82,15579,29,0.0,0.0,0.0,0.0,0,0,53.684468661143505,64.16122004357292,68.90970709271348,4.779213785675855,-17.652631415772195,3.803486529318545,-15.917843388960208,56.83123249299708,60.86123262090219,26.327338164871094,45.50545435667942,-43.750000000000064,0.07099714573930349,0.030943327868683305,0.040053817870620186,-5846563.488750282,334517.5399999971,79.74172156418729,3195.121951219512,6.834590380137138,5.914409619862861,7.274999999999999,5.494999999999999,6.385,6.9345,5.814499999999999,6.374499999999999,9.650397395049191,13.0,15.0,21.688034188034894,-5.364464973801761,2.2247873997089607,56.831232492997195,56.24999999999994,0.3159614408661061,-0.38339920948616524,1.0802469135802375,0
2019-06-28,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.57,6.57,6.53,6.82,6.67,6.67,1.832,6.67,6.68,6.712,95135198.12,14173826.0,10380.0,0.0,1473191.1,224230,40.0,3352375.35,502605,138,258962.75,38825,12,6.55,6.82,6.721,2468397.79,367241,329,0.0,0.0,0.0,0.0,0,0,56.07624625259818,60.303195352214914,64.12188332122962,4.197249121075706,-16.573269394544514,-0.7440476190476164,-16.5206508135169,59.92647058823517,59.07329598506064,45.80507931963407,91.94935348708762,-25.000000000000032,0.08286519192854858,0.04132770068065636,0.041537491247892216,50848123.13310382,1700859.1200000015,72.05758140871828,3253.6585365853657,6.841469643726472,5.9555303562735284,7.260000000000002,5.540000000000001,6.4,6.949928571428572,5.847071428571429,6.3985,1.7725219705192339,14.0,7.0,125.45629202689712,3.4403700842961644,2.1918299197671693,59.92647058823528,74.99999999999997,0.3371278428249706,-0.7128712871287106,1.8320610687022918,0
2019-07-01,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.76,6.76,6.71,6.88,6.85,6.85,2.699,6.85,6.86,6.808,85914217.79,12618684.0,8239.0,0.0,817601.72,120947,69.0,2685946.65,392109,146,468211.2,68352,42,6.72,6.88,6.841,1828684.82,267319,84,0.0,0.0,0.0,0.0,0,0,59.45823915482238,73.56138107416872,66.00859882331879,3.8872602907048144,-16.84791335134732,6.864274570982842,-16.666666666666675,75.63405797101434,64.1305870174156,55.70616297195079,209.82788145229387,-4.3478260869565615,0.10557816040241885,0.05417779262500886,0.05140036777740999,60645330.20470552,2271363.1199999964,78.49824859187474,3341.463414634146,6.84691779071748,6.018082209282518,7.25,5.57,6.41,6.943928571428571,5.921071428571428,6.432499999999999,3.7423823696145058,15.0,8.0,234.09090909090796,11.348812235340862,2.1614639358137357,75.63405797101446,95.65217391304344,0.3922618813958568,-0.4999999999999986,2.698650674662664,0
2019-07-02,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.88,6.88,6.74,7.0,6.9,6.9,0.73,6.9,6.91,6.903,90436408.08,13101778.0,12184.0,0.0,1852316.16,269232,80.0,3276340.8,474832,159,614831.4,89106,30,6.8,6.99,6.921,1761756.32,254548,230,0.0,0.0,0.0,0.0,0,0,60.3710237038532,79.57896051974011,71.14784564870786,2.9310553006520523,-27.043448255466355,5.828220858895716,-15.544675642594852,86.10216496689914,73.8875645087163,49.039664619982304,144.3102635546037,-12.345679012345641,0.1261586552420333,0.06857396514841374,0.05758469009361955,26087425.40769239,655088.9000000093,79.35586142542249,3365.8536585365855,6.887519965952615,6.056480034047384,7.270000000000001,5.710000000000001,6.49,6.967714285714285,5.976285714285714,6.4719999999999995,0.5327934359848839,2.0,9.0,239.3918128654971,18.27607421413862,2.141171148650989,86.10216496689925,87.65432098765436,0.4398771909914807,-0.4017467248908284,0.7299270072992805,0
2019-07-03,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.93,6.93,6.75,6.94,6.84,6.84,-0.87,6.84,6.85,6.831,51151472.98,7488576.0,6569.0,0.0,1131710.58,163306,84.0,2764023.48,404097,104,263271.6,38490,14,6.77,6.89,6.854,1725939.05,251804,84,0.0,0.0,0.0,0.0,0,0,58.66413855490307,81.82255026332984,78.32096395241284,2.4727519078646223,-29.168898230235218,7.547169811320753,-16.176470588235293,87.85113616031477,83.19578636607616,30.638065807416748,128.45794659573463,-19.753086419753114,0.13605894430165133,0.08207096097906126,0.05398798332259007,-6730456.971052473,-449314.5600000037,82.81938628668479,3336.5853658536585,6.941375976309376,6.074624023690624,7.434999999999999,5.6949999999999985,6.5649999999999995,7.020857142857143,5.995142857142857,6.508,0.7561436672967987,2.0,10.0,158.72927147382137,24.19587814263295,2.1109369189207916,87.85113616031491,80.24691358024688,0.4538261097257053,-0.2857142857142848,-0.8695652173913114,0
2019-07-04,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.87,6.87,6.76,6.93,6.86,6.86,0.292,6.86,6.87,6.853,60916257.17,8889544.0,7357.0,0.0,1314361.53,191319,60.0,2304356.32,335912,111,408121.98,59493,30,6.78,6.92,6.871,1398924.11,203602,83,0.0,0.0,0.0,0.0,0,0,59.07945639110358,74.06738529262374,78.48963202523117,2.380669203932799,-23.888920829594852,10.64516129032258,-17.844311377245504,83.53909465020566,85.83079859247327,24.905841512423976,113.67932233322351,-17.28395061728392,0.14386049334492235,0.09442886745223347,0.049431625892688874,-3.182617942782179e-07,177790.8800000041,75.79307729034687,3346.3414634146343,6.975343944193972,6.101656055806026,7.434999999999999,5.6949999999999985,6.5649999999999995,7.0427857142857135,6.034214285714285,6.538499999999999,0.3360638521319057,3.0,11.0,135.29411764705887,29.156482541008202,2.0267495351366334,83.53909465020577,82.71604938271608,0.46170955729611396,-0.4796380090497732,0.2923976608187202,0
2019-07-05,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.9,6.9,6.78,6.91,6.79,6.79,-1.02,6.79,6.8,6.841,34295954.03,5013546.0,4603.0,0.0,1959738.0,284020,71.0,3133469.57,461483,99,102304.93,15067,35,6.82,6.9,6.851,243105.65,35485,39,0.0,0.0,0.0,0.0,0,0,56.923701164897146,55.676580694922585,70.52217208362534,2.4958550450024295,-18.2105717000348,3.5060975609756184,-18.094089264173697,79.01234567901223,83.46752549651097,-2.762100429430907,145.36625911601067,-25.925925925925934,0.1427493366882837,0.10409296129944352,0.03865637538884019,2.3431481732671976e-07,-350948.2200000014,85.79826257400043,3312.1951219512193,6.989551120585806,6.1604488794141945,7.425,5.7250000000000005,6.575,7.043571428571429,6.106428571428571,6.575,2.5414828817475463,4.0,12.0,98.86104783599176,33.23525974292067,1.9433996281093067,79.01234567901236,74.07407407407408,0.44293010161856267,-0.2603305785123961,-1.0204081632653101,0
2019-07-08,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.72,6.72,6.68,6.93,6.89,6.89,1.473,6.88,6.89,6.849,112701425.52,16454887.0,9497.0,0.0,441806.4,65745,98.0,2666409.33,386997,153,2629499.6,381640,73,6.69,6.92,6.841,1149731.68,168058,146,0.0,0.0,0.0,0.0,0,0,59.21334379568472,54.4746576179995,61.40620786851522,2.8330781010720405,-12.461269916543179,4.3939393939393945,-14.727722772277229,81.06995884773649,81.20713305898488,18.328642620711395,131.84685718031062,-13.580246913580293,0.148229207265695,0.11292021049269382,0.03530899677300117,-18032228.083200417,1645488.6999999941,85.65174660101354,3360.975609756097,6.994439986661933,6.211560013338066,7.405000000000001,5.785000000000002,6.595000000000001,7.038714285714286,6.167285714285714,6.603,0.0210039907582469,5.0,13.0,85.85770405936312,36.5175681490823,1.9087197024874452,81.06995884773663,86.4197530864197,0.4456349198738537,-0.3545454545454545,1.4727540500736325,0
2019-07-09,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.91,6.91,6.54,6.94,6.6,6.6,-4.209,6.6,6.61,6.79,80185583.11,11808933.0,11153.0,0.0,1941357.59,280949,76.0,2190625.8,331913,95,212447.4,32189,18,6.6,6.93,6.829,181127.26,26522,61,0.0,0.0,0.0,0.0,0,0,50.783248548874305,36.0704022988505,48.740546870590805,2.5579301706592084,-27.798919586327692,0.15174506828528056,-19.7080291970803,70.3703703703702,76.81755829903973,-900.0322103053479,5.51206178845466,-49.382716049382786,0.12769942829055392,0.11587605405226584,0.011823374238288081,-13030157.25537489,-3424590.5700000003,80.34554146638561,3219.5121951219508,7.0159467337406225,6.203053266259377,7.405000000000001,5.785000000000002,6.595000000000001,7.052357142857143,6.166642857142857,6.6095,18.90359168241975,6.0,14.0,15.686274509803862,39.09403258920393,1.9149757619899563,70.37037037037034,50.61728395061722,0.3702762782999858,-0.42723004694835615,-4.2089985486211905,0
2019-07-10,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.72,6.72,6.42,6.82,6.61,6.61,0.152,6.61,6.62,6.616,142639398.73,21560671.0,17733.0,0.0,645355.2,96035,69.0,2459759.47,372127,136,354573.62,53642,22,6.43,6.81,6.612,8083391.84,1222577,670,0.0,0.0,0.0,0.0,0,0,51.04208325569214,39.05448717948712,43.19984903211232,2.31234748657888,-26.38904319063535,2.0061728395061706,-19.975786924939463,62.345679012345535,71.26200274348416,-555.4941154717364,-19.302312805581337,-49.99999999999994,0.1109573002810782,0.11489230329802831,-0.003935003016950114,-42791819.618999995,215606.71000001454,83.44908655796273,3224.3902439024387,7.0173143210359825,6.20568567896402,7.405000000000001,5.785000000000002,6.595000000000001,7.0772142857142875,6.145785714285715,6.611500000000001,17.664356227683268,7.0,15.0,-26.361655773420342,41.059330495433905,1.9839806095919654,62.34567901234567,50.00000000000006,0.30957546873966507,-0.39737991266375483,0.15151515151516176,0
2019-07-11,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.67,6.67,6.51,6.71,6.54,6.54,-1.059,6.54,6.55,6.582,47855959.5,7271259.0,9268.0,0.0,600853.61,90083,81.0,2579578.74,394431,123,290160.18,44367,20,6.52,6.71,6.608,2333818.04,353188,419,0.0,0.0,0.0,0.0,0,0,49.095668163212345,24.871794871794833,33.33222811671076,2.063603414006842,-25.120188110520637,-0.15267175572518665,-20.048899755501214,40.43564637434357,57.71723191901986,537.5985804824763,-76.61969182063008,-79.31034482758619,0.09099173217928236,0.11011218907427912,-0.019120456894996765,-2392797.9750001593,-508988.13000000204,57.77532295386441,3190.2439024390237,7.019504950464719,6.211495049535281,7.405000000000001,5.785000000000002,6.595000000000001,7.101214285714286,6.129785714285714,6.6155,27.221172022684357,8.0,15.0,-60.83009079117981,42.51849029918961,2.0211844876735725,40.4356463743437,20.689655172413808,0.24172760921325176,-0.7040816326530606,-1.0590015128593084,0
2019-07-12,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.56,6.56,6.18,6.57,6.2,6.2,-5.199,6.2,6.21,6.33,66200915.23,10457545.0,12915.0,0.0,379227.04,57809,45.0,1817164.2,293091,135,133225.6,21488,17,6.21,6.53,6.383,1099954.39,172330,153,0.0,0.0,0.0,0.0,0,0,40.931212387135,20.74898785425103,28.22508996851094,1.6673484095912068,-25.269710390043798,-7.046476761619191,-23.645320197044327,24.37622652088582,42.3858506358584,125.67553467734001,-156.2760849088378,-97.56097560975604,0.047189743128823736,0.09752769988518804,-0.05033795675636431,-39890295.07448702,-3555565.2999999984,43.13159205947628,3024.3902439024387,7.006756154449279,6.24724384555072,7.405000000000001,5.785000000000002,6.595000000000001,7.071285714285715,6.182714285714285,6.627,102.91955471539598,9.0,13.0,-222.4299065420564,43.57756019364721,2.094947590138858,24.376226520885947,2.439024390243958,0.1049686270487586,-1.5798319327731074,-5.1987767584097835,0
2019-07-16,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.24,6.24,6.11,6.26,6.19,6.19,-0.161,6.18,6.19,6.189,34559806.73,5583672.0,7247.0,0.0,121967.04,19546,47.0,1061752.13,171527,90,119974.58,19382,18,6.13,6.26,6.181,1713228.18,277192,213,0.0,0.0,0.0,0.0,0,0,40.716744202360985,11.782352080386332,19.134378268810675,1.2352173320085642,-25.072208435978528,-9.635036496350358,-24.049079754601223,10.705814535867077,25.172562477032248,108.89003215039051,-164.3495325487366,-91.01123595505616,0.011536449791526238,0.08032944986645568,-0.06879300007492944,-43775755.191333376,-55836.71999999881,43.14676429333555,3019.5121951219508,7.022820615402978,6.17917938459702,7.41,5.77,6.59,7.070999999999999,6.130999999999999,6.600999999999999,105.88111741230833,10.0,2.0,-243.35664335664285,44.31632351395355,2.131958072111087,10.705814535867205,8.988764044943832,-0.00331950702483886,-1.9279279279279256,-0.16129032258064172,0
2019-07-17,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.22,6.22,6.19,6.31,6.3,6.3,1.777,6.29,6.3,6.267,44110373.87,7039066.0,6818.0,0.0,388183.98,62409,37.0,1758953.7,279199,88,125496.0,19920,44,6.21,6.3,6.269,1085338.67,173117,169,0.0,0.0,0.0,0.0,0,0,44.181433652468186,13.010232181505847,15.180524038714347,1.0383090117017795,-22.415230033157254,-8.695652173913048,-23.26431181485994,10.925367680642983,15.335802912465388,98.08685367799342,-111.33048761428468,-78.65168539325848,-0.007753582877770171,0.06271284331761051,-0.07046642619538068,23893119.179583307,774297.259999996,48.23132064543244,3073.1707317073165,7.043106238268571,6.1368937617314305,7.4449999999999985,5.664999999999999,6.555,7.068571428571429,6.111428571428572,6.590000000000001,75.61436672967875,11.0,2.0,-154.10588870880673,44.771025858601035,2.1475664576888693,10.925367680643111,21.348314606741525,-0.059812552313751724,-1.3985507246376816,1.7770597738287468,0
2019-07-18,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.3,6.3,6.26,6.39,6.32,6.32,0.317,6.32,6.33,6.337,52416363.08,8271933.0,6320.0,0.0,434000.7,68889,39.0,2423713.68,383499,106,332116.0,52550,15,6.28,6.37,6.342,639280.04,100798,172,0.0,0.0,0.0,0.0,0,0,44.81295983824773,23.79970586571636,16.197430042536123,0.5066807520003509,-22.9257817210025,-7.602339181286544,-22.92682926829267,17.97752808988751,13.20290343546595,83.74424224192273,-140.1868661606731,-76.40449438202246,-0.021183054822343728,0.045933663689619667,-0.0671167185119634,30240209.469230503,165438.66000000382,47.682584310385856,3082.9268292682923,7.049605433122283,6.108394566877719,7.4449999999999985,5.664999999999999,6.555,7.041857142857143,6.116142857142858,6.579000000000001,70.65742491073307,12.0,3.0,-111.01878612716763,44.93556403549998,2.152053166151095,17.977528089887635,23.595505617977533,-0.0974101432521287,-1.285714285714286,0.31746031746032477,0
2019-07-19,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.36,6.36,6.26,6.37,6.27,6.27,-0.791,6.27,6.28,6.315,30936776.4,4898673.0,6441.0,0.0,533057.04,83814,41.0,1540482.57,245691,123,253220.22,40386,43,6.28,6.37,6.325,423722.01,66996,124,0.0,0.0,0.0,0.0,0,0,43.48828390095424,32.18105735864454,22.996998468622195,-0.14204823762217955,-26.453309487448056,-8.600583090379022,-23.44322344322345,20.97378277153542,16.625559514022065,74.05887654657252,-121.6791606932083,-82.02247191011244,-0.03545192253023011,0.02965654644564971,-0.06510846897587982,-2812434.21818175,-244933.6500000035,40.737991188946175,3058.5365853658527,7.0518451271065565,6.102154872893443,7.4449999999999985,5.664999999999999,6.555,7.047,6.107,6.577,83.36483931947089,13.0,4.0,-104.67506631299747,44.78506013938313,2.1516425329208766,20.973782771535546,17.977528089887564,-0.13673296193638793,-1.876106194690268,-0.7911392405063402,0
2019-07-22,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.28,6.28,6.17,6.31,6.2,6.2,-1.116,6.19,6.2,6.233,19478718.3,3124915.0,5278.0,0.0,97559.8,15535,32.0,791516.8,127664,67,428531.6,69118,51,6.18,6.29,6.258,169407.09,27070,45,0.0,0.0,0.0,0.0,0,0,41.63281158861338,33.97515527950305,29.985306167954594,-0.8930321922910741,-27.41254832909494,-8.689248895434465,-26.01431980906922,17.228464419475504,18.72659176029957,67.81235475765324,-180.78122241086595,-89.88764044943821,-0.051811269907860336,0.0133629831749477,-0.06517425308280804,-10435027.660714211,-218744.04999999813,29.203716862063274,3024.390243902438,7.044554216433246,6.116445783566755,7.4449999999999985,5.664999999999999,6.555,7.024785714285715,6.136214285714287,6.580500000000001,102.91955471539598,14.0,5.0,-108.05181863477847,44.28080648010442,2.129314026336701,17.228464419475632,10.112359550561784,-0.18162976500512565,-3.4492753623188444,-1.1164274322168963,0
2019-07-23,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.2,6.2,6.18,6.32,6.27,6.27,1.129,6.27,6.28,6.258,38328890.93,6124896.0,6098.0,0.0,65509.2,10566,47.0,1594511.16,254308,81,929652.9,148270,38,6.19,6.3,6.272,520548.75,82990,76,0.0,0.0,0.0,0.0,0,0,44.196856091334816,37.46000376435149,34.53873880083297,-1.3838925910636588,-22.474373197168074,-8.998548621190128,-23.536585365853657,15.78899869139461,17.997081960801935,44.30490738172999,-138.83610866032063,-80.72289156626515,-0.05845393500534346,-0.0010004004611105337,-0.05745353454423292,2737777.9235713594,428742.7199999963,27.891986924179818,3058.5365853658527,7.056841667483661,6.068158332516339,7.4449999999999985,5.664999999999999,6.555,6.996785714285714,6.128214285714286,6.5625,83.36483931947089,15.0,6.0,-81.4348353391175,43.37339120263451,2.059451221069361,15.788998691394738,19.27710843373485,-0.19660564326526203,-3.750000000000009,1.1290322580645062,0
2019-07-24,SASA,SASA POLYESTER,Z,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,1,0,0,0,6.28,6.28,6.18,6.28,6.21,6.21,-0.957,6.21,6.22,6.222,19961564.68,3208265.0,4461.0,0.0,57217.08,9111,31.0,909057.06,146386,72,216108.0,34800,38,6.21,6.28,6.229,246878.6,39632,75,0.0,0.0,0.0,0.0,0,0,42.47449996663584,31.926406926406894,34.45385532342042,-2.0094074117809098,-20.908948030473645,-5.909090909090908,-23.897058823529417,13.812553585126855,15.610005565332415,47.629142597316125,-41.66793043770309,-87.9518072289157,-0.06777848532382436,-0.014356017433653298,-0.053422467890171056,-3992312.9359998936,-192495.89999999874,28.490941913151886,3029.268292682926,7.056825956559313,6.035174043440689,7.4449999999999985,5.664999999999999,6.555,6.963142857142858,6.128857142857144,6.546000000000001,97.40458079587793,15.0,7.0,-79.05138339920946,42.00718130715472,1.9435609768554891,13.81255358512698,12.048192771084294,-0.2195821645919341,-3.8666666666666707,-0.9569377990430561,0
2019-07-24,SASA,SASA POLYESTER -TEMERR,Z,BUYIN,BUYINEQT,BUYINEQTSASA,0,0,0,0,0,6.27,0.0,6.27,6.27,6.27,0.0,-7.794,0.0,6.27,6.27,280889.73,44799.0,2.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,44.79148037665313,37.87878787878776,35.75506618984866,-2.6588615578681853,-28.81853615425904,-5.143721633888054,-22.40099009900991,16.867469879517873,15.489674052013205,17.647912470855758,-8.998569695408603,-80.72289156626515,-0.06952531551267516,-0.025389877049457672,-0.044135438463217484,inf,2687.9399999999823,27.428394477881895,3058.5365853658527,7.0587735964625695,5.995226403537429,7.4449999999999985,5.664999999999999,6.555,6.931285714285714,6.122714285714284,6.526999999999999,80.97387728792282,12.0,8.0,-56.17029625269779,40.11522901421974,1.8108487814843914,16.867469879518,19.27710843373485,-0.21949576406564175,-3.353846153846159,0.9661835748792208,0
