TRADE DATE,INSTRUMENT SERIES CODE,INSTRUMENT NAME,MARKET SEGMENT,MARKET,INSTRUMENT TYPE,INSTRUMENT CLASS,MARKET MAKER,BIST 100 INDEX,BIST 30 INDEX,GROSS SETTLEMENT,SUSPENDED,OPENING PRICE,OPENING SESSION PRICE,LOWEST PRICE,HIGHEST PRICE,CLOSING PRICE,CLOSING SESSION PRICE,CHANGE TO PREVIOUS CLOSING (%),REMAINING BID,REMAINING ASK,VWAP,TOTAL TRADED VALUE,TOTAL TRADED VOLUME,TOTAL NUMBER OF CONTRACTS,REFERENCE PRICE,TRADED VALUE AT OPENING SESSION,TRADED VOLUME AT OPENING SESSION,NUMBER OF CONTRACTS AT OPENING SESSION,TRADED VALUE AT CLOSING SESSION,TRADED VOLUME AT CLOSING SESSION,NUMBER OF CONTRACTS AT CLOSING SESSION,TRADED VALUE OF TRADES AT CLOSING PRICE,TRADED VOLUME OF TRADES AT CLOSING PRICE,NUMBER OF CONTRACTS OF TRADES AT CLOSING PRICE,LOWEST SHORT SALE PRICE,HIGHEST SHORT SALE PRICE,SHORT SALE VWAP,TRADED VALUE OF SHORT SALE TRADES,TRADED VOLUME OF SHORT SALE TRADES,NUMBER OF CONTRACTS OF SHORT SALE TRADES,LOWEST TRADE REPORT PRICE,HIGHEST TRADE REPORT PRICE,TRADE REPORT VWAP,TRADE REPORT TRADED VALUE,TRADE REPORT TRADED VOLUME,NUMBER OF TRADE REPORTS,RSI,SlowK,SlowD,PPO,PVO,ROC_10,ROC_60,StochOscillator_SlowK,StochOscillator_SlowD,TSI,UO,WilliamsR,MACD_Line,MACD_Signal,MACD_Histogram,EMV,Force Index,MFI,NVI,Upper Bollinger Band,Lower Bollinger Band,Upper Donchian Channel,Lower Donchian Channel,Middle Donchian Channel,Upper Keltner Channel,Lower Keltner Channel,Middle Keltner Channel,Ulcer Index,Aroon Up,Aroon Down,CCI,KST,Mass Index,%D,%K,TRIX,Vortex Indicator,Gunluk_Degisim_Orani,Etiket
2016-04-26,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.61,2.61,2.59,2.64,2.62,2.62,0.383,2.59,2.62,2.612,518717.41,198560.0,231.0,0.0,65.25,25,5.0,39365.5,15025,8,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,73.37359278336315,65.73426573426572,56.6870629370629,4.89255765199157,-33.82829337740411,5.645161290322576,30.34825870646769,78.07108350586607,74.1147249601356,-10.975337038926043,108.41666666666663,-19.04761904761907,0.1008977279711969,0.10296157989994581,-0.0020638519287489165,103743.48200000184,1985.6000000000458,73.73914405623925,1278.0487804878048,2.680515613385014,2.3054843866149866,2.87,2.0300000000000002,2.45,2.631571428571429,2.3544285714285715,2.4930000000000003,0.14679761013491383,6.0,15.0,103.03030303030349,55.03086232721768,0.63651945142881,78.07108350586607,80.95238095238093,0.6176002856429252,-0.10588235294117578,0.3831417624521162,0
2016-04-27,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.62,2.62,2.57,2.62,2.58,2.58,-1.527,2.57,2.58,2.586,136608.63,52818.0,66.0,0.0,3932.62,1501,3.0,18.06,7,2,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,66.09040353725575,62.93706293706293,59.877622377622345,4.506616651036746,-36.01917773631366,1.976284584980248,27.093596059113324,73.70600414078669,74.4589548937375,-52.729786460750894,32.57579300132492,-38.09523809523814,0.09520811974121424,0.10141088786819949,-0.006202768126985253,-54643.45200000097,-2112.720000000002,71.97978209637942,1258.5365853658536,2.676701750693298,2.3432982493067023,2.8549999999999995,2.0749999999999993,2.465,2.6500000000000004,2.37,2.5100000000000002,2.3308664996212385,7.0,15.0,53.33333333333316,56.59414839126026,0.6352155611430482,73.70600414078669,61.90476190476186,0.5656600399429002,-0.3521126760563372,-1.5267175572519098,0
2016-04-28,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.58,2.58,2.56,2.65,2.59,2.59,0.388,2.58,2.59,2.61,921498.4,353074.0,330.0,0.0,2580.0,1000,2.0,38995.04,15056,6,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,66.9730266141045,53.535353535353515,60.73556073556071,4.243695303195052,-28.288948434893957,3.600000000000003,27.586206896551737,69.28571428571423,73.68760064412237,-44.03595689285002,29.557610221781832,-35.00000000000011,0.0904631774557152,0.09922134578570263,-0.008758168329987437,102388.71111111365,3530.7399999999247,72.03081248280935,1263.4146341463413,2.6707633231538925,2.373236676846107,2.8149999999999995,2.1949999999999994,2.505,2.654857142857143,2.389142857142857,2.522,1.3111124060369659,8.0,15.0,60.8384458077714,57.83683334146708,0.6361724489144388,69.28571428571422,64.99999999999989,0.5234236311087718,-0.2816901408450697,0.3875968992247979,0
2016-04-29,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.59,2.59,2.56,2.62,2.62,2.62,1.158,2.59,2.62,2.593,376159.03,145057.0,197.0,0.0,3885.0,1500,8.0,55921.28,21344,16,9652.08,3684,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,69.53491926653767,48.4848484848485,54.985754985754966,3.9330759330759144,-31.059595671031353,2.34375,27.804878048780513,68.96825396825392,70.653324131585,-19.05389405914293,53.46092503987264,-20.0,0.08810787307299428,0.09699865124316095,-0.008890778170166674,-94039.75750000069,4351.710000000036,70.25608830546902,1278.0487804878048,2.6740600002932937,2.3869399997067062,2.795000000000001,2.255000000000001,2.5250000000000004,2.6676428571428574,2.3933571428571425,2.5305,0.0,9.0,14.0,54.03508771929848,58.747968851572004,0.6329379591315512,68.96825396825392,80.0,0.5018899593229902,-0.4242424242424233,1.158301158301168,0
2016-05-02,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.61,2.61,2.56,2.61,2.58,2.58,-1.527,2.57,2.58,2.578,183614.06,71213.0,94.0,0.0,3909.78,1498,5.0,64.5,25,5,30.96,12,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,62.56616562549693,40.74074074074073,47.58698092031423,3.6564756491012265,-38.019922678521105,-0.7692307692307665,30.96446700507616,65.98039215686269,68.07812013694365,-75.19623860825483,59.98071005855125,-47.058823529411825,0.08206758760991661,0.09401243851651209,-0.011944850906595472,-18361.405999999675,-2848.5200000000027,69.92680632455216,1258.5365853658536,2.6780209357802858,2.403979064219714,2.790000000000001,2.2700000000000005,2.5300000000000002,2.6781428571428574,2.4038571428571425,2.541,2.3308664996212385,10.0,15.0,14.903526280771429,59.31903012175688,0.6203503673052412,65.98039215686268,52.94117647058817,0.45194860603064896,-0.4615384615384614,-1.5267175572519098,0
2016-05-03,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.57,2.57,2.45,2.57,2.48,2.48,-3.876,2.48,2.49,2.495,348224.31,139591.0,202.0,0.0,7329.64,2852,6.0,691.92,279,9,4012.64,1618,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,49.27161537677276,34.62962962962965,41.28507295173961,3.0103576713097486,-42.63789087140637,-4.980842911877392,24.0,49.07563025210079,61.341425459072504,781.6312182709005,-104.80295088332363,-85.71428571428581,0.06842271908346076,0.08889449462990182,-0.020471775546441057,-217640.1937500011,-13959.100000000013,52.86495401806786,1209.7560975609756,2.6795220934907005,2.4144779065093,2.7800000000000002,2.3,2.54,2.6841428571428576,2.4098571428571427,2.547,28.553114620360173,11.0,15.0,-217.65232974910344,59.54465548837244,0.618280293844193,49.07563025210078,14.285714285714196,0.34375588808850205,-1.1363636363636365,-3.8759689922480653,0
2016-05-04,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.51,2.51,2.41,2.51,2.44,2.44,-1.613,2.43,2.44,2.45,374488.18,152833.0,174.0,0.0,125.5,50,10.0,61.0,25,5,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,45.13982172468607,16.574074074074016,30.648148148148113,2.2293479920598402,-42.94908661655155,-6.513409961685824,20.79207920792079,26.408963585434094,47.1549953314659,278.27190391896175,-132.58241758241763,-88.00000000000009,0.05376166574696706,0.08186792885331487,-0.028106263106347812,-187244.09,-6113.320000000005,56.32181358299787,1190.2439024390244,2.6727749331521964,2.4272250668478033,2.7749999999999995,2.3149999999999995,2.545,2.697142857142857,2.4028571428571426,2.55,47.200046617330074,12.0,2.0,-311.69154228855774,59.43007790011169,0.6206242350753544,26.40896358543409,11.999999999999922,0.2311218146503816,-1.5897435897435908,-1.6129032258064528,0
2016-05-05,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.4,2.4,2.38,2.61,2.56,2.56,4.918,2.54,2.56,2.535,2047889.6,807757.0,755.0,0.0,60.0,25,5.0,10647.04,4159,13,3095.04,1209,4,2.53,2.61,2.574,156223.24,60685,95,0.0,0.0,0.0,0.0,0,0,56.83442072411554,34.16666666666659,28.456790123456738,1.7222137675645426,-21.776683590631222,0.0,29.292929292929305,30.19047619047613,35.225023342670376,-45.533317298085564,-20.126422250316125,-35.714285714285715,0.05123506651470633,0.07574135638559316,-0.024506289870886835,311635.37391304475,96930.84000000008,78.40904596431146,1248.780487804878,2.6740581665010574,2.424941833498942,2.785,2.285,2.535,2.7023571428571427,2.3966428571428566,2.5494999999999997,5.244449624147786,13.0,2.0,-116.66666666666602,58.989586928801224,0.6524993880602835,30.19047619047613,64.28571428571429,0.21698676927066787,-1.3333333333333353,4.9180327868852505,0
2016-05-06,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.6,2.6,2.35,2.6,2.56,2.56,0.0,2.55,2.56,2.565,651072.46,253846.0,226.0,0.0,7833.8,3013,9.0,1088.0,425,6,1292.8,505,2,2.53,2.6,2.571,14089.2,5480,18,0.0,0.0,0.0,0.0,0,0,56.83442072411554,56.08974358974356,35.61016144349471,1.3414325487218375,-13.200779294072444,-1.538461538461544,29.292929292929305,48.009216589861715,34.86955212192402,-49.423794633936595,-3.2997335187116326,-32.25806451612905,0.04867166179980442,0.07032741746843542,-0.021655755668630997,-52085.79680000004,0.0,77.34480913829175,1248.780487804878,2.6704396629823286,2.439560337017671,2.8000000000000003,2.2399999999999998,2.52,2.729285714285714,2.3807142857142853,2.5549999999999997,5.244449624147786,14.0,2.0,-127.11761121267637,58.23501411420695,0.7219995104482267,48.009216589861715,67.74193548387095,0.20274231597820289,-2.5294117647058796,0.0,0
2016-05-09,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.55,0.0,2.5,2.63,2.63,2.63,2.734,2.61,2.63,2.585,1292992.69,500125.0,273.0,0.0,0.0,0,0.0,15845.75,6025,9,0.0,0,0,2.51,2.62,2.569,78345.0,30500,33,0.0,0.0,0.0,0.0,0,0,62.27498233380337,85.25641025641025,58.50427350427345,1.2335401846526346,5.952395561934094,0.766283524904221,32.16080402010051,75.12032770097285,51.10667349377027,23.421610740855844,31.96175278622091,-6.666666666666677,0.05169267905394337,0.066600469785537,-0.014907790731593637,895148.7853846146,35008.74999999992,81.44602636224649,1282.9268292682925,2.6664251652076407,2.4535748347923585,2.8149999999999995,2.1949999999999994,2.505,2.7585714285714285,2.3614285714285708,2.5599999999999996,0.14567915622632088,15.0,2.0,29.329090426942415,57.1727549492528,0.7935996083585812,75.12032770097285,93.33333333333333,0.23229285193713356,-1.7959183673469403,2.734374999999994,0
2016-05-10,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.62,2.62,2.6,2.77,2.74,2.74,4.183,2.73,2.74,2.704,1639200.09,606253.0,1486.0,0.0,65.5,25,5.0,9765.36,3564,14,1956.36,714,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,68.90703071269296,91.20879120879123,77.518315018315,1.2635016327555721,17.893137562545146,4.580152671755733,38.38383838383839,84.6441372247824,69.25789383853903,49.02429702814088,76.01535576630603,-7.142857142857098,0.06224541132936334,0.06572945809430228,-0.003484046764938936,1157082.4164705898,66687.83000000019,86.38975786618458,1336.5853658536585,2.6740740486888503,2.4579259513111493,2.8149999999999995,2.1949999999999994,2.505,2.7688571428571427,2.363142857142857,2.566,17.493385765299585,9.0,3.0,219.60784313725426,55.80626634505562,0.8748796866868649,84.6441372247824,92.8571428571429,0.3194481537232244,-1.0000000000000007,4.182509505703434,0
2016-05-11,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.74,2.74,2.66,2.74,2.7,2.7,-1.46,2.7,2.71,2.69,615980.74,228993.0,291.0,0.0,3548.3,1295,7.0,5467.5,2025,10,13440.6,4978,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,64.468705005097,92.06349206349206,89.5095645095645,1.130621842013089,17.635612751542897,4.651162790697683,34.32835820895526,89.84126984126988,83.20191158900842,27.227593937534085,74.92993914026614,-16.666666666666632,0.0666129889089162,0.06590616425722506,0.0007068246516911403,115496.38875000086,-9159.720000000008,86.34509175339045,1317.0731707317073,2.704639417214085,2.4533605827859164,2.98,2.14,2.56,2.7947142857142864,2.363285714285715,2.5790000000000006,2.131173743939478,2.0,4.0,180.9523809523817,54.1400548349328,0.9379037493494917,89.84126984126986,83.33333333333337,0.3555779666596882,-0.8860759493670882,-1.4598540145985412,0
2016-05-12,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.7,2.7,2.66,2.73,2.73,2.73,1.111,2.69,2.73,2.695,451508.93,167505.0,190.0,0.0,1066.5,395,6.0,8432.97,3089,8,764.4,280,25,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,66.22576696398738,88.8888888888889,90.72039072039071,1.0636177950480479,15.798022342837465,5.405405405405417,37.87878787878789,88.88888888888893,87.79143198498043,28.99708054302621,125.63055596444188,-9.523809523809534,0.07166892018738125,0.0670587154432563,0.004610204744124949,-32250.63785714224,5025.149999999967,86.28548825613977,1331.7073170731705,2.7218796663816454,2.4531203336183562,2.98,2.14,2.56,2.8032142857142865,2.371785714285715,2.587500000000001,0.1331983589962233,3.0,5.0,161.34751773049678,52.18664669705164,0.9903229994795932,88.88888888888891,90.47619047619047,0.39565898633054186,-1.0985915492957758,1.1111111111111038,0
2016-05-13,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.73,2.73,2.67,2.73,2.69,2.69,-1.465,2.68,2.69,2.689,437559.84,162742.0,180.0,0.0,2.73,1,1.0,295.9,110,2,16140.0,6000,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,61.83506195272831,81.3932980599647,87.44855967078188,1.0573343261355066,22.876198867640372,2.6717557251908275,36.54822335025381,84.92063492063494,87.88359788359794,-0.1425495624304863,122.62653566343258,-19.04761904761907,0.07162249688489863,0.06797147173158477,0.003651025153313864,36463.31999999919,-6509.680000000006,83.98927275382057,1312.1951219512193,2.74100074128791,2.4569992587120906,2.98,2.14,2.56,2.8132857142857146,2.384714285714286,2.599,3.329958974905464,4.0,6.0,123.8888888888887,49.975471839396405,1.0342583995836745,84.92063492063492,80.95238095238093,0.39484992750712167,-1.208955223880598,-1.4652014652014667,0
2016-05-16,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.7,0.0,2.66,2.75,2.71,2.71,0.743,2.7,2.71,2.702,680873.08,251948.0,468.0,0.0,0.0,0,0.0,17460.53,6443,12,1254.73,463,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,63.15056770860165,75.1841477331673,81.82211156067362,1.068249258160237,21.03910375437237,5.038759689922467,34.82587064676619,85.71428571428572,86.50793650793656,5.805854563480956,92.55970425697586,-14.285714285714302,0.07236535615634487,0.0688502486165368,0.0035151075398080767,37826.282222221475,5038.960000000005,84.1792878214084,1321.951219512195,2.751819765186425,2.459180234813575,2.98,2.14,2.56,2.8240714285714286,2.3869285714285717,2.6055,1.1987852309659743,5.0,7.0,115.10611735330913,47.55438277018248,1.0634067196669394,85.71428571428571,85.7142857142857,0.3999848764612105,-1.18840579710145,0.7434944237918222,0
2016-05-17,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.72,0.0,2.68,2.88,2.7,2.7,-0.369,2.69,2.7,2.71,617335.15,227790.0,697.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,2.8,2.8,2.8,1400.0,500,1,0.0,0.0,0.0,0.0,0,0,61.999837719458704,51.086023635043205,69.2211564760584,1.040587858164405,23.221511686462986,8.870967741935498,33.0049261083744,77.56813417190777,82.73435160227619,-8.96613441859085,93.69619112012636,-33.962264150943355,0.07132497118489844,0.06934519313020912,0.001979778054689324,231500.68125000087,-2277.8999999999514,84.12527673199835,1317.0731707317073,2.7645406683654374,2.457459331634562,2.98,2.14,2.56,2.835285714285714,2.3867142857142856,2.6109999999999998,2.131173743939478,6.0,8.0,140.9395973154377,44.98426646982164,1.1067253757335516,77.56813417190774,66.03773584905665,0.3911604346913269,-0.7222222222222221,-0.3690036900368925,0
2016-05-18,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.7,2.7,2.69,2.76,2.74,2.74,1.481,2.72,2.74,2.729,533372.49,195433.0,430.0,0.0,1350.0,500,2.0,342.5,125,8,1353.56,494,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,64.76555794517125,39.75044563279857,55.34020566700301,1.164333087693444,25.2427029031523,12.295081967213118,37.688442211055296,75.11230907457326,79.46490965358896,11.173999047398835,88.00362521736598,-26.41509433962259,0.07288791776071823,0.07005373805631095,0.0028341797044072886,-419078.38500000554,7817.320000000007,84.38527208316397,1336.5853658536585,2.7741090858219137,2.456890914178086,3.1450000000000005,2.085000000000001,2.615,2.8612142857142855,2.3697857142857144,2.6155,0.0,2.0,9.0,93.063583815029,42.33226528653376,1.109380300586841,75.11230907457325,73.58490566037742,0.4023628095339786,-0.8681318681318688,1.4814814814814827,0
2016-05-20,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.75,0.0,2.72,2.84,2.78,2.78,1.46,2.78,2.79,2.754,323420.21,117454.0,231.0,0.0,0.0,0,0.0,14703.42,5289,26,2868.96,1032,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,67.32651850750425,36.36363636363634,42.400035210492696,1.747430249632893,28.0208883011356,8.59375,38.99999999999999,73.58490566037739,75.42178296895285,21.53917730076176,51.61638511599198,-18.86792452830191,0.07647270020318953,0.07133753048568667,0.005135169717502858,148234.26291666873,4698.159999999952,84.40591395028719,1356.0975609756094,2.7900350840559325,2.453964915944068,3.1450000000000005,2.085000000000001,2.615,2.864857142857143,2.3791428571428574,2.6220000000000003,2.1311737439394314,3.0,10.0,115.9574468085105,39.67900353035576,1.0855042404694728,73.58490566037739,81.13207547169809,0.4284249382286174,-0.6633663366336643,1.4598540145985253,0
2016-05-23,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.76,2.76,2.7,2.78,2.73,2.73,-1.799,2.72,2.73,2.721,201663.44,74104.0,66.0,0.0,149.04,54,2.0,13.65,5,1,0.0,0,0,2.78,2.78,2.78,1387.22,499,2,0.0,0.0,0.0,0.0,0,0,61.326175596332824,40.90909090909086,39.00772430184191,2.324503634323622,31.622109418873052,6.640625,37.18592964824121,75.47169811320755,74.7229709493861,-18.447996792163774,43.565549141121416,-28.301886792452823,0.07442120268429209,0.07195426492540775,0.0024669377588843328,-100831.72000000055,-3705.1999999999866,84.13090414694025,1331.7073170731705,2.812367309114419,2.453632690885582,3.1450000000000005,2.085000000000001,2.615,2.884428571428572,2.381571428571429,2.6330000000000005,3.2348222141710865,4.0,11.0,68.34851670170507,37.11362793203392,1.0564033923755778,75.47169811320755,71.69811320754718,0.41086932019665245,-0.7400000000000003,-1.7985611510791304,0
2016-05-24,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.73,2.73,2.73,2.85,2.84,0.0,4.029,2.83,2.84,2.784,345261.18,124028.0,165.0,0.0,819.0,300,5.0,0.0,0,0,2.84,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,68.06858912371283,55.45454545454536,44.24242424242417,2.7911383180294296,9.578670004232197,7.984790874524705,37.8640776699029,81.76100628930817,76.93920335429773,31.3753008289035,111.28850469784506,-7.547169811320764,0.08074072795940834,0.07371155753220787,0.007029170427200471,143858.82499999934,13643.079999999985,89.42721330173791,1385.3658536585363,2.8232017032840844,2.4557982967159164,3.1450000000000005,2.085000000000001,2.615,2.8937857142857144,2.3852142857142864,2.6395000000000004,4.658143988406406,5.0,12.0,108.74737578726376,34.72061581548029,1.0231227139004622,81.76100628930817,92.45283018867923,0.45688336396278684,-0.3937007874015745,4.029304029304025,0
2016-05-25,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.84,2.84,2.79,2.89,2.84,2.84,0.0,2.83,2.84,2.82,739540.03,262258.0,304.0,0.0,102.24,36,5.0,71.0,25,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,68.06858912371283,62.272727272727174,52.87878787878778,3.3139675623335614,8.44472702058614,3.649635036496335,34.597156398104254,84.96389471232237,80.73219970494607,21.991350769696112,134.17755462472385,-9.259259259259307,0.08477180071957768,0.07592360616968183,0.008848194549895855,369770.0149999984,0.0,91.55856476926805,1385.3658536585363,2.8546405501961987,2.447359449803801,3.1450000000000005,2.085000000000001,2.615,2.9038571428571425,2.398142857142857,2.651,0.0,6.0,13.0,127.95698924731151,32.57973536606783,1.0004981711203695,84.96389471232236,90.74074074074069,0.48404971149541576,-0.2733812949640282,0.0,0
2016-05-26,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,2.84,0.0,2.82,3.34,3.21,3.21,13.028,3.2,3.21,3.186,6070394.42,1905218.0,4393.0,0.0,0.0,0,0.0,50721.21,15801,19,45354.09,14129,21,2.92,3.33,3.218,321134.88,99782,381,0.0,0.0,0.0,0.0,0,0,80.99440810129558,78.22916666666659,65.31881313131304,4.230861531077503,23.92998116458878,18.88888888888889,55.072463768115945,90.02075259936895,85.58188453366654,61.546997618227586,248.33470262160057,-13.131313131313124,0.11647965771720825,0.08403481647918712,0.03244484123802113,2801720.501538464,704930.6600000001,97.49538003023035,1565.853658536585,2.881722312787851,2.4422776872121497,3.16,2.08,2.62,2.914857142857143,2.4091428571428577,2.6620000000000004,169.7331878595518,2.0,14.0,407.8201368523943,30.77052391443425,1.0723985368962954,90.02075259936892,86.86868686868688,0.716670060277726,0.005617977528090269,13.028169014084511,1
2016-05-27,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,3.23,3.23,3.23,3.69,3.43,3.43,6.854,3.43,3.44,3.513,14373144.58,4091657.0,10022.0,0.0,3265.53,1011,12.0,109190.62,31834,46,34080.48,9936,24,3.29,3.69,3.54,1459584.78,412348,1024,0.0,0.0,0.0,0.0,0,0,84.90668966605153,76.14162457912451,72.21450617283942,5.142071059247623,46.05459047790048,25.64102564102564,64.11483253588518,85.2535627045431,86.74607000541153,60.73145588430332,298.0936359633655,-21.848739495798302,0.1575444498638734,0.09873674315612438,0.05880770670774901,11873467.261739127,900164.5400000009,98.77299793028934,1673.170731707317,3.018932505735788,2.3680674942642117,3.834999999999999,1.8549999999999995,2.8449999999999998,2.987785714285714,2.3992142857142857,2.6935,46.971593831581686,2.0,15.0,552.7976664014844,29.36887846945389,1.2099188295170362,85.25356270454309,78.1512605042017,1.0090534504310162,0.22556390977443636,6.85358255451714,0
2016-05-30,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,3.45,3.45,3.21,3.46,3.26,3.26,-4.956,3.25,3.26,3.327,4197419.81,1261509.0,4744.0,0.0,32488.65,9417,23.0,31980.6,9810,15,15129.66,4641,9,3.26,3.45,3.369,222108.11,65935,101,0.0,0.0,0.0,0.0,0,0,72.48922130680108,69.54440235690232,74.63839786756448,5.814663472828865,51.25304265731337,21.189591078066904,56.730769230769205,75.19013536282831,83.48815022224683,37.0045899879395,195.93066711093667,-39.449541284403686,0.1743610881569717,0.11386161215629384,0.06049947600067787,-2098709.905,-214456.53000000046,87.85519052160053,1590.2439024390242,3.194215598165138,2.276784401834863,4.359999999999999,1.6800000000000002,3.02,3.0626428571428574,2.4083571428571435,2.7355000000000005,24.56459468418781,2.0,15.0,236.9334619093533,28.43498882959794,1.351935063613629,75.19013536282829,60.550458715596314,1.109401431354588,0.07346938775510231,-4.956268221574354,0
2016-05-31,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,3.24,3.24,3.13,3.44,3.13,3.13,-3.988,3.12,3.13,3.31,4985654.0,1506372.0,3384.0,0.0,17641.8,5445,13.0,55570.02,17754,35,5236.49,1673,5,3.15,3.43,3.351,279002.08,83249,182,0.0,0.0,0.0,0.0,0,0,64.69710998308801,55.57449494949491,67.08684062850726,6.242424242424216,57.342022731055465,15.498154981549806,50.480769230769226,61.44426239365436,73.96265348700864,4.670274404622821,119.85231943051544,-54.36893203883497,0.17517912570105754,0.12612511486524658,0.04905401083581096,-804137.741935481,-195828.35999999984,79.16622239752571,1526.8292682926829,3.2785927405801067,2.2564072594198934,4.359999999999999,1.6800000000000002,3.02,3.1117857142857144,2.4232142857142858,2.7675,76.4987377708269,3.0,15.0,133.66234082739234,28.006146983727255,1.4875480508909031,61.44426239365435,45.63106796116504,1.0884893684358075,-0.034632034632034486,-3.98773006134969,0
2016-06-01,SASA,SASA POLYESTER,N,MSPOT,MSPOTEQT,MSPOTEQTSASA,0,0,0,0,0,3.18,3.18,3.09,3.28,3.14,3.14,0.319,3.14,3.16,3.165,2401687.78,758932.0,1627.0,0.0,3259.5,1025,14.0,30564.76,9734,13,15436.24,4916,10,3.11,3.27,3.187,25849.6,8110,25,0.0,0.0,0.0,0.0,0,0,65.00869970706218,43.25590676883777,56.12493469174501,6.814290341987101,59.74147463661779,16.296296296296298,51.69082125603865,50.92782280811141,62.52074018819807,-0.051182133932001196,131.47948097100644,-53.39805825242717,0.17462141579171098,0.13582437505053946,0.03879704074117152,-1264046.200000007,7589.320000000175,79.59256843726705,1531.7073170731708,3.3225364791577032,2.2674635208422975,4.359999999999999,1.6800000000000002,3.02,3.1592857142857147,2.430714285714286,2.7950000000000004,71.48382051696149,4.0,15.0,83.2448193272935,28.10776801472305,1.6200384407127224,50.92782280811139,46.60194174757282,1.0590486915359087,-0.07203389830508475,0.3194888178913812,0
